,Agency Name,Employee Last Name,Employee First Name,Participant Last Name,Participant First Name,Participant Timezone,Scheduled Visit Start,Scheduled Visit End,Actual Visit Start,Actual Visit End,Notes,Status ,SVS,SVE,DayOftheWeek,WeekOfyear,Day,Month,Year,hourDigit,SchedMin,AcctMIn,StartDif,EndDif,HoursDif,Untis,Difference,Code,Timelaps,Split,split_csum,Count,Grouping,MaxSVS,MinSVS,StartDate,EndDate
283,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-20 05:00:00,2022-04-20 09:30:00,2022-04-20 05:01:21,2022-04-20 16:59:24,,Complete Real Time,2022-04-20 05:00:00,2022-04-20 09:30:00,2,16,20,4,2022,5,270.0,718.05,1.35,449.4,7.467499999999999,18.0,448.04999999999995,5_John_Smith,1,0,3,1,4_16_3,22,18,4/18/2022,4/22/2022
285,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-21 05:00:00,2022-04-21 09:30:00,2022-04-21 05:00:52,2022-04-21 09:30:36,,Complete Real Time,2022-04-21 05:00:00,2022-04-21 09:30:00,3,16,21,4,2022,5,270.0,269.73333333333335,0.8666666666666667,0.6,-0.004444444444444192,18.0,-0.2666666666666515,5_John_Smith,1,0,3,1,4_16_3,22,18,4/18/2022,4/22/2022
287,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-22 05:00:00,2022-04-22 10:00:00,2022-04-22 05:00:41,2022-04-22 16:52:30,,Complete Real Time,2022-04-22 05:00:00,2022-04-22 10:00:00,4,16,22,4,2022,5,300.0,711.8166666666667,0.6833333333333333,412.5,6.863611111111112,20.0,411.8166666666667,5_John_Smith,1,0,3,1,4_16_3,22,18,4/18/2022,4/22/2022
293,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-25 05:00:00,2022-04-25 09:30:00,2022-04-25 04:39:31,2022-04-25 15:10:53,,Complete Real Time,2022-04-25 05:00:00,2022-04-25 09:30:00,0,17,25,4,2022,5,270.0,631.3666666666667,-20.483333333333334,340.8833333333333,6.022777777777778,18.0,361.3666666666667,5_John_Smith,3,1,3,1,4_17_3,29,25,4/25/2022,4/29/2022
295,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-26 05:00:00,2022-04-26 09:30:00,2022-04-26 04:20:09,2022-04-26 16:26:26,,Complete Real Time,2022-04-26 05:00:00,2022-04-26 09:30:00,1,17,26,4,2022,5,270.0,726.2833333333333,-39.85,416.43333333333334,7.604722222222222,18.0,456.2833333333333,5_John_Smith,1,0,3,1,4_17_3,29,25,4/25/2022,4/29/2022
297,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-27 05:00:00,2022-04-27 09:30:00,2022-04-27 05:01:32,2022-04-27 16:50:35,,Complete Real Time,2022-04-27 05:00:00,2022-04-27 09:30:00,2,17,27,4,2022,5,270.0,709.05,1.5333333333333334,440.5833333333333,7.317499999999999,18.0,439.04999999999995,5_John_Smith,1,0,3,1,4_17_3,29,25,4/25/2022,4/29/2022
299,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-28 05:00:00,2022-04-28 09:30:00,2022-04-28 05:18:42,2022-04-28 16:50:32,,Complete Real Time,2022-04-28 05:00:00,2022-04-28 09:30:00,3,17,28,4,2022,5,270.0,691.8333333333334,18.7,440.53333333333336,7.030555555555556,18.0,421.83333333333337,5_John_Smith,1,0,3,1,4_17_3,29,25,4/25/2022,4/29/2022
301,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-29 05:00:00,2022-04-29 10:00:00,2022-04-29 04:47:47,2022-04-29 16:51:36,,Complete Real Time,2022-04-29 05:00:00,2022-04-29 10:00:00,4,17,29,4,2022,5,300.0,723.8166666666667,-12.216666666666667,411.6,7.063611111111112,20.0,423.8166666666667,5_John_Smith,1,0,3,1,4_17_3,29,25,4/25/2022,4/29/2022
8,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-06 08:00:00,2021-11-06 13:00:00,2021-11-06 08:00:00,2021-11-06 13:00:00,,Completed Manually,2021-11-06 08:00:00,2021-11-06 13:00:00,5,44,6,11,2021,8,300.0,300.0,0.0,0.0,0.0,20.0,0.0,8_John_Smith,-173,0,2,1,11_44_2,6,5,11/5/2021,11/6/2021
11,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-13 08:00:00,2021-11-13 13:00:00,2021-11-13 07:59:58,2021-11-13 13:00:11,,Complete Real Time,2021-11-13 08:00:00,2021-11-13 13:00:00,5,45,13,11,2021,8,300.0,300.21666666666664,-0.03333333333333333,0.18333333333333332,0.003611111111110669,20.0,0.21666666666664014,8_John_Smith,7,1,3,1,11_45_3,14,13,11/13/2021,11/14/2021
13,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-14 08:00:00,2021-11-14 13:00:00,2021-11-14 08:00:27,2021-11-14 13:00:13,,Complete Real Time,2021-11-14 08:00:00,2021-11-14 13:00:00,6,45,14,11,2021,8,300.0,299.76666666666665,0.45,0.21666666666666667,-0.0038888888888891416,20.0,-0.2333333333333485,8_John_Smith,1,0,3,1,11_45_3,14,13,11/13/2021,11/14/2021
33,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-04 08:00:00,2021-12-04 13:00:00,2021-12-04 08:00:03,2021-12-04 13:00:07,,Complete Real Time,2021-12-04 08:00:00,2021-12-04 13:00:00,5,48,4,12,2021,8,300.0,300.06666666666666,0.05,0.11666666666666667,0.001111111111111048,20.0,0.06666666666666288,8_John_Smith,20,1,4,1,12_48_4,5,4,12/4/2021,12/5/2021
35,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-05 08:00:00,2021-12-05 13:00:00,2021-12-05 08:33:17,2021-12-05 13:39:58,,Complete Real Time,2021-12-05 08:00:00,2021-12-05 13:00:00,6,48,5,12,2021,8,300.0,306.68333333333334,33.28333333333333,39.96666666666667,0.11138888888888895,20.0,6.683333333333337,8_John_Smith,1,0,4,1,12_48_4,5,4,12/4/2021,12/5/2021
38,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-11 08:00:00,2021-12-11 13:00:00,2021-12-11 08:00:37,2021-12-11 21:02:02,,Complete Real Time,2021-12-11 08:00:00,2021-12-11 13:00:00,5,49,11,12,2021,8,300.0,781.4166666666666,0.6166666666666667,482.03333333333336,8.02361111111111,20.0,481.41666666666663,8_John_Smith,6,1,4,1,12_49_4,12,11,12/11/2021,12/12/2021
40,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-12 08:00:00,2021-12-12 13:00:00,2021-12-12 08:00:19,2021-12-12 13:00:35,,Complete Real Time,2021-12-12 08:00:00,2021-12-12 13:00:00,6,49,12,12,2021,8,300.0,300.26666666666665,0.31666666666666665,0.5833333333333334,0.004444444444444192,20.0,0.2666666666666515,8_John_Smith,1,0,4,1,12_49_4,12,11,12/11/2021,12/12/2021
51,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-18 08:00:00,2021-12-18 13:00:00,2021-12-18 08:10:16,2021-12-18 13:09:32,,Complete Real Time,2021-12-18 08:00:00,2021-12-18 13:00:00,5,50,18,12,2021,8,300.0,299.26666666666665,10.266666666666667,9.533333333333333,-0.012222222222222474,20.0,-0.7333333333333485,8_John_Smith,6,1,4,1,12_50_4,19,18,12/18/2021,12/19/2021
53,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-19 08:00:00,2021-12-19 13:00:00,2021-12-19 08:01:58,2021-12-19 13:09:30,,Complete Real Time,2021-12-19 08:00:00,2021-12-19 13:00:00,6,50,19,12,2021,8,300.0,307.53333333333336,1.9666666666666666,9.5,0.125555555555556,20.0,7.53333333333336,8_John_Smith,1,0,4,1,12_50_4,19,18,12/18/2021,12/19/2021
64,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-25 08:00:00,2021-12-25 13:00:00,2021-12-25 07:47:31,2021-12-25 13:01:02,,Complete Real Time,2021-12-25 08:00:00,2021-12-25 13:00:00,5,51,25,12,2021,8,300.0,313.51666666666665,-12.483333333333333,1.0333333333333334,0.22527777777777752,20.0,13.516666666666652,8_John_Smith,6,1,5,1,12_51_5,26,25,12/25/2021,12/26/2021
66,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-26 08:00:00,2021-12-26 13:00:00,2021-12-26 08:00:00,2021-12-26 13:00:00,,Completed Manually,2021-12-26 08:00:00,2021-12-26 13:00:00,6,51,26,12,2021,8,300.0,300.0,0.0,0.0,0.0,20.0,0.0,8_John_Smith,1,0,5,1,12_51_5,26,25,12/25/2021,12/26/2021
74,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-01 08:00:00,2022-01-01 13:00:00,2022-01-01 08:00:38,2022-01-02 08:00:31,,Complete Real Time,2022-01-01 08:00:00,2022-01-01 13:00:00,5,52,1,1,2022,8,300.0,1439.8833333333334,0.6333333333333333,1140.5166666666667,18.998055555555556,20.0,1139.8833333333334,8_John_Smith,6,1,4,1,1_52_4,2,1,1/1/2022,1/2/2022
76,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-02 08:00:00,2022-01-02 13:00:00,2022-01-02 08:00:36,2022-01-02 13:00:11,,Complete Real Time,2022-01-02 08:00:00,2022-01-02 13:00:00,6,52,2,1,2022,8,300.0,299.5833333333333,0.6,0.18333333333333332,-0.006944444444444761,20.0,-0.4166666666666856,8_John_Smith,1,0,4,1,1_52_4,2,1,1/1/2022,1/2/2022
87,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-08 08:00:00,2022-01-08 13:00:00,2022-01-08 08:00:18,2022-01-08 13:00:32,,Complete Real Time,2022-01-08 08:00:00,2022-01-08 13:00:00,5,1,8,1,2022,8,300.0,300.23333333333335,0.3,0.5333333333333333,0.0038888888888891416,20.0,0.2333333333333485,8_John_Smith,6,1,4,1,1_1_4,9,8,1/8/2022,1/9/2022
88,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-09 08:00:00,2022-01-09 13:00:00,2022-01-09 08:00:50,2022-01-09 13:00:28,,Complete Real Time,2022-01-09 08:00:00,2022-01-09 13:00:00,6,1,9,1,2022,8,300.0,299.6333333333333,0.8333333333333334,0.4666666666666667,-0.006111111111111237,20.0,-0.36666666666667425,8_John_Smith,1,0,4,1,1_1_4,9,8,1/8/2022,1/9/2022
109,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-22 08:00:00,2022-01-22 13:00:00,2022-01-22 08:01:47,2022-01-22 13:00:16,,Complete Real Time,2022-01-22 08:00:00,2022-01-22 13:00:00,5,3,22,1,2022,8,300.0,298.48333333333335,1.7833333333333334,0.26666666666666666,-0.025277777777777524,20.0,-1.5166666666666515,8_John_Smith,13,1,4,1,1_3_4,23,22,1/22/2022,1/23/2022
111,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-23 08:00:00,2022-01-23 13:00:00,2022-01-23 08:00:49,2022-01-23 13:00:40,,Complete Real Time,2022-01-23 08:00:00,2022-01-23 13:00:00,6,3,23,1,2022,8,300.0,299.85,0.8166666666666667,0.6666666666666666,-0.002499999999999621,20.0,-0.14999999999997726,8_John_Smith,1,0,4,1,1_3_4,23,22,1/22/2022,1/23/2022
122,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-29 08:00:00,2022-01-29 13:00:00,2022-01-29 08:00:35,2022-01-29 13:00:54,,Complete Real Time,2022-01-29 08:00:00,2022-01-29 13:00:00,5,4,29,1,2022,8,300.0,300.31666666666666,0.5833333333333334,0.9,0.005277777777777715,20.0,0.3166666666666629,8_John_Smith,6,1,4,1,1_4_4,30,29,1/29/2022,1/30/2022
124,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-30 08:00:00,2022-01-30 13:00:00,2022-01-30 08:00:14,2022-01-31 05:00:41,,Complete Real Time,2022-01-30 08:00:00,2022-01-30 13:00:00,6,4,30,1,2022,8,300.0,1260.45,0.23333333333333334,960.6833333333333,16.0075,20.0,960.45,8_John_Smith,1,0,4,1,1_4_4,30,29,1/29/2022,1/30/2022
135,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-05 08:00:00,2022-02-05 13:00:00,2022-02-05 08:00:00,2022-02-05 13:00:00,,Completed Manually,2022-02-05 08:00:00,2022-02-05 13:00:00,5,5,5,2,2022,8,300.0,300.0,0.0,0.0,0.0,20.0,0.0,8_John_Smith,6,1,5,1,2_5_5,6,5,2/5/2022,2/6/2022
137,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-06 08:00:00,2022-02-06 13:00:00,2022-02-06 08:00:00,2022-02-06 13:00:00,,Completed Manually,2022-02-06 08:00:00,2022-02-06 13:00:00,6,5,6,2,2022,8,300.0,300.0,0.0,0.0,0.0,20.0,0.0,8_John_Smith,1,0,5,1,2_5_5,6,5,2/5/2022,2/6/2022
149,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-12 08:00:00,2022-02-12 13:00:00,2022-02-12 08:01:44,2022-02-12 13:00:27,,Complete Real Time,2022-02-12 08:00:00,2022-02-12 13:00:00,5,6,12,2,2022,8,300.0,298.71666666666664,1.7333333333333334,0.45,-0.021388888888889332,20.0,-1.2833333333333599,8_John_Smith,6,1,4,1,2_6_4,13,12,2/12/2022,2/13/2022
151,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-13 08:00:00,2022-02-13 13:00:00,2022-02-13 08:00:19,2022-02-13 13:01:38,,Complete Real Time,2022-02-13 08:00:00,2022-02-13 13:00:00,6,6,13,2,2022,8,300.0,301.31666666666666,0.31666666666666665,1.6333333333333333,0.02194444444444438,20.0,1.3166666666666629,8_John_Smith,1,0,4,1,2_6_4,13,12,2/12/2022,2/13/2022
163,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-19 08:00:00,2022-02-19 13:00:00,2022-02-19 08:02:46,2022-02-19 14:08:22,,Complete Real Time,2022-02-19 08:00:00,2022-02-19 13:00:00,5,7,19,2,2022,8,300.0,365.6,2.7666666666666666,68.36666666666666,1.0933333333333337,20.0,65.60000000000002,8_John_Smith,6,1,4,1,2_7_4,20,19,2/19/2022,2/20/2022
165,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-20 08:00:00,2022-02-20 13:00:00,2022-02-20 09:34:16,2022-02-20 13:00:16,,Complete Real Time,2022-02-20 08:00:00,2022-02-20 13:00:00,6,7,20,2,2022,8,300.0,206.0,94.26666666666667,0.26666666666666666,-1.5666666666666667,20.0,-94.0,8_John_Smith,1,0,4,1,2_7_4,20,19,2/19/2022,2/20/2022
177,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-26 08:00:00,2022-02-26 13:00:00,2022-02-26 07:03:41,2022-02-26 13:00:41,,Complete Real Time,2022-02-26 08:00:00,2022-02-26 13:00:00,5,8,26,2,2022,8,300.0,357.0,-56.31666666666667,0.6833333333333333,0.95,20.0,57.0,8_John_Smith,6,1,4,1,2_8_4,27,26,2/26/2022,2/27/2022
179,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-02-27 08:00:00,2022-02-27 13:00:00,2022-02-27 08:01:04,2022-02-27 13:01:04,,Complete Real Time,2022-02-27 08:00:00,2022-02-27 13:00:00,6,8,27,2,2022,8,300.0,300.0,1.0666666666666667,1.0666666666666667,0.0,20.0,0.0,8_John_Smith,1,0,4,1,2_8_4,27,26,2/26/2022,2/27/2022
191,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-05 08:00:00,2022-03-05 13:00:00,2022-03-05 08:00:12,2022-03-05 13:01:01,,Complete Real Time,2022-03-05 08:00:00,2022-03-05 13:00:00,5,9,5,3,2022,8,300.0,300.81666666666666,0.2,1.0166666666666666,0.013611111111111048,20.0,0.8166666666666629,8_John_Smith,6,1,4,1,3_9_4,6,5,3/5/2022,3/6/2022
193,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-06 08:00:00,2022-03-06 13:00:00,2022-03-06 08:03:31,2022-03-06 13:00:21,,Complete Real Time,2022-03-06 08:00:00,2022-03-06 13:00:00,6,9,6,3,2022,8,300.0,296.8333333333333,3.5166666666666666,0.35,-0.0527777777777781,20.0,-3.1666666666666856,8_John_Smith,1,0,4,1,3_9_4,6,5,3/5/2022,3/6/2022
205,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-12 08:00:00,2022-03-12 13:00:00,2022-03-12 08:00:46,2022-03-12 13:01:38,,Complete Real Time,2022-03-12 08:00:00,2022-03-12 13:00:00,5,10,12,3,2022,8,300.0,300.8666666666667,0.7666666666666667,1.6333333333333333,0.01444444444444457,20.0,0.8666666666666742,8_John_Smith,6,1,4,1,3_10_4,13,12,3/12/2022,3/13/2022
207,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-13 08:00:00,2022-03-13 13:00:00,2022-03-13 08:00:49,2022-03-13 13:02:13,,Complete Real Time,2022-03-13 08:00:00,2022-03-13 13:00:00,6,10,13,3,2022,8,300.0,301.4,0.8166666666666667,2.216666666666667,0.023333333333332953,20.0,1.3999999999999773,8_John_Smith,1,0,4,1,3_10_4,13,12,3/12/2022,3/13/2022
219,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-19 08:00:00,2022-03-19 13:00:00,2022-03-19 08:00:27,2022-03-19 21:00:24,,Complete Real Time,2022-03-19 08:00:00,2022-03-19 13:00:00,5,11,19,3,2022,8,300.0,779.95,0.45,480.4,7.999166666666667,20.0,479.95000000000005,8_John_Smith,6,1,4,1,3_11_4,20,19,3/19/2022,3/20/2022
221,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-20 08:00:00,2022-03-20 13:00:00,2022-03-20 08:00:30,2022-03-20 13:00:23,,Complete Real Time,2022-03-20 08:00:00,2022-03-20 13:00:00,6,11,20,3,2022,8,300.0,299.8833333333333,0.5,0.38333333333333336,-0.0019444444444445708,20.0,-0.11666666666667425,8_John_Smith,1,0,4,1,3_11_4,20,19,3/19/2022,3/20/2022
233,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-26 08:00:00,2022-03-26 13:00:00,2022-03-26 08:00:19,2022-03-26 13:00:38,,Complete Real Time,2022-03-26 08:00:00,2022-03-26 13:00:00,5,12,26,3,2022,8,300.0,300.31666666666666,0.31666666666666665,0.6333333333333333,0.005277777777777715,20.0,0.3166666666666629,8_John_Smith,6,1,4,1,3_12_4,27,26,3/26/2022,3/27/2022
235,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-27 08:00:00,2022-03-27 13:00:00,2022-03-27 08:00:49,2022-03-27 13:00:30,,Complete Real Time,2022-03-27 08:00:00,2022-03-27 13:00:00,6,12,27,3,2022,8,300.0,299.68333333333334,0.8166666666666667,0.5,-0.005277777777777715,20.0,-0.3166666666666629,8_John_Smith,1,0,4,1,3_12_4,27,26,3/26/2022,3/27/2022
247,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-02 08:00:00,2022-04-02 13:00:00,2022-04-02 08:01:01,2022-04-03 08:00:58,,Complete Real Time,2022-04-02 08:00:00,2022-04-02 13:00:00,5,13,2,4,2022,8,300.0,1439.95,1.0166666666666666,1140.9666666666667,18.999166666666667,20.0,1139.95,8_John_Smith,6,1,4,1,4_13_4,3,2,4/2/2022,4/3/2022
249,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-03 08:00:00,2022-04-03 13:00:00,2022-04-03 08:01:51,2022-04-03 13:09:43,,Complete Real Time,2022-04-03 08:00:00,2022-04-03 13:00:00,6,13,3,4,2022,8,300.0,307.8666666666667,1.85,9.716666666666667,0.13111111111111123,20.0,7.866666666666674,8_John_Smith,1,0,4,1,4_13_4,3,2,4/2/2022,4/3/2022
261,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-09 08:00:00,2022-04-09 13:00:00,2022-04-09 08:00:00,2022-04-09 13:00:00,,Completed Manually,2022-04-09 08:00:00,2022-04-09 13:00:00,5,14,9,4,2022,8,300.0,300.0,0.0,0.0,0.0,20.0,0.0,8_John_Smith,6,1,4,1,4_14_4,10,9,4/9/2022,4/10/2022
263,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-10 08:00:00,2022-04-10 13:00:00,2022-04-10 08:00:23,2022-04-10 13:01:42,,Complete Real Time,2022-04-10 08:00:00,2022-04-10 13:00:00,6,14,10,4,2022,8,300.0,301.31666666666666,0.38333333333333336,1.7,0.02194444444444438,20.0,1.3166666666666629,8_John_Smith,1,0,4,1,4_14_4,10,9,4/9/2022,4/10/2022
275,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-16 08:00:00,2022-04-16 13:00:00,2022-04-16 08:00:49,2022-04-16 13:00:41,,Complete Real Time,2022-04-16 08:00:00,2022-04-16 13:00:00,5,15,16,4,2022,8,300.0,299.8666666666667,0.8166666666666667,0.6833333333333333,-0.002222222222222096,20.0,-0.13333333333332575,8_John_Smith,6,1,4,1,4_15_4,17,16,4/16/2022,4/17/2022
277,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-17 08:00:00,2022-04-17 13:00:00,2022-04-17 08:00:45,2022-04-17 13:01:46,,Complete Real Time,2022-04-17 08:00:00,2022-04-17 13:00:00,6,15,17,4,2022,8,300.0,301.01666666666665,0.75,1.7666666666666666,0.016944444444444193,20.0,1.0166666666666515,8_John_Smith,1,0,4,1,4_15_4,17,16,4/16/2022,4/17/2022
289,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-23 08:00:00,2022-04-23 13:00:00,2022-04-23 08:03:59,2022-04-23 13:00:10,,Complete Real Time,2022-04-23 08:00:00,2022-04-23 13:00:00,5,16,23,4,2022,8,300.0,296.18333333333334,3.9833333333333334,0.16666666666666666,-0.06361111111111105,20.0,-3.816666666666663,8_John_Smith,6,1,4,1,4_16_4,24,23,4/23/2022,4/24/2022
291,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-24 08:00:00,2022-04-24 13:00:00,2022-04-24 07:03:13,2022-04-24 12:41:37,,Complete Real Time,2022-04-24 08:00:00,2022-04-24 13:00:00,6,16,24,4,2022,8,300.0,338.4,-56.78333333333333,-18.383333333333333,0.6399999999999996,20.0,38.39999999999998,8_John_Smith,1,0,4,1,4_16_4,24,23,4/23/2022,4/24/2022
303,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-30 08:00:00,2022-04-30 13:00:00,2022-04-30 08:00:43,2022-04-30 13:00:42,,Complete Real Time,2022-04-30 08:00:00,2022-04-30 13:00:00,5,17,30,4,2022,8,300.0,299.98333333333335,0.7166666666666667,0.7,-0.00027777777777752516,20.0,-0.01666666666665151,8_John_Smith,6,1,4,1,4_17_4,30,30,4/30/2022,4/30/2022
